Timestamp	Language	Hashtags	Mentioned	Emojies	Content
2019-12-22 18:46:32	fi			✨	HÖLLENNÄ JOOKO Sitä on paljon miettinyt omaa perfektionistisuuttaan. Olen sellainen - kaikessa. Aina ja tulen todennäkösesti olemaan. Sieltä löytyy varmasti monia muitakin saman piirteen omaavia. Vaikka siinä on toki paljon hyvää, liioissa määrin se syö hirmusesti voimia, elämästä nauttimista. Se tuo paljon hyvää elämään: on se perseelle potkija ja tuottaa laadukasta tulosta, vie elämässä myös paljon eteenpäin. Mutta siinä vaiheessa, kun on juossut maratonin ennätysajassa eikä edelleenkään ole tyytyväinen - voisi sanoa että siitä on enemmän haittaa kun hyötyä. Mä olen kuitenkin huomannut itsessäni paljon muutoksia perfektionistisuuden suhteen. Se johtuu siitä, että on oppinut käsittelemään ja tiedostamaan omia tunteitaan paremmin. Oppinut sen, mihin täydellisyyden tavoittelu voi johtaa. Kokenut elämässään sen takia niin hirveitä asioita, ettei enää koskaan halua niin syvälle pudota. Musta on tullut rennompi, osaan nauttia elämästä aivan eri tavalla, olen jossain määrin jotenkin rauhoittunut - osaan ottaa asiat höllemmin. Se on tuonut niin paljon iloa elämää ja saan kokea paljon enemmän onnistumisen tunteita. Pitäisi taas olla ylpeämpi itsestään tästäkin. Sinä siellä, jos tuntuu, että oot omissa kahleissasi, löysennä otetta köydestä. Se kiristää liikaa. Hengitä syvään - sisään ja ulos. Astele kevyemmin. Anna epäonnistua, mutta opi niistä. Saavutus on aina saavutus, jonka eteen on tehty töitä, ja siitä tulisi olla ylpeä, aina✨
2019-12-22 11:07:56	fi	joulukalenteri2019 luukku22		💪 🎅 💥 🏻 ✨ 🏼 💯 🥰	🎅🏼✨ JOULUKALENTERI | LUUKKU 22 ✨🎅🏼 . Pari päivää jouluaattoon ✨ YouTubessa on nyt HIIT treeni, jonka voit tehdä esimerkiksi kuntosalilla 💪🏻 yksi kierros saa jo hien pintaan, mutta 2-5 kierrosta tekemällä todella haastat itsesi 💯💥 try it out! Linkki YouTube-kanavalleni löytyy profiilista, kuten aina. . Me matkustetaan Elinan kanssa tänään takaisin Turkuun. Huomenna töitä & joulutorttujen tekoa ja tiistaina alkaakin sitten joulun vietto 🎅🏼 . Vielä on pari luukkua ja arvontaa jäljellä, joten pysykäähän kuulolla! 🥰 #joulukalenteri2019 #luukku22
2019-12-21 19:00:10	en	barista paulig some roasterycafe specialitycoffee kulma powau pauligkulma		😘 👋	Hey followers 👋 We have had our account for three years now. We are here for you, so what kind of content would you guys like to see here? 😘 #pauligkulma #kulma #specialitycoffee #powau #paulig #roasterycafe #barista #some
2019-12-21 18:26:21	en	tastespotting seekthesimplicity vscocoffee BaristaLife flatwhite flatlay coffeeholic قهوة foodie coffeelovers coffeebeans coffeeaddict coffeeworld love coffee coffeetime tv_living tablesituation coffeegram handsinframe hotchocolate cafe pauligkulma kopi christmas nothingisordinary coffeebreak onmytable cupsinframe stilllife	w10ab pauligfi	🍃 ☕ 🌸	‏﮼وكأن،في،قهوتي،غيمُة،تشعرني،بالسلام☕️🌸🍃 @w10ab @pauligfi . . . . . . . . . . . . . . #coffeebeans #coffeetime #onmytable #nothingisordinary #seekthesimplicity #flatlay #handsinframe #coffeebreak #coffeegram #tastespotting #stilllife #vscocoffee #coffeeholic #cupsinframe #tv_living #tablesituation #BaristaLife #flatwhite #coffee #cafe #coffeetime #coffeelovers #coffeeholic #coffeeaddict #flatwhite #hotchocolate #christmas #pauligkulma #coffeeworld #قهوة #love #coffeelovers #coffeeholic #coffeeaddict #foodie #kopi
2019-12-21 16:30:14	ru			♀ 🤷	Безуспешно изображаю новогоднее настроение, потому что на улице плюс пять, снег последний раз шел уже не помню когда, искать подарки нет больше сил, а Дима еще и бухтит, что зимние праздники — неэкологичны 🤷‍♀️
2019-12-20 16:07:20	en	goodmoodfood vegan powerofpowau healthybreakfast morninggoals brekkie breku roasterycafe helsinkicafe breakfasthelsinki eathealthy brunchhelsinki breakfasttime helsinkirestaurants foodfromnature plantbased powau pauligkulma eathelsinki healthychoices visithelsinki brekkietime purefood coffeemoment	pauligkulma	👀 🤤 🥖 🥰 ❣ 😋 😍 ✨ 🥑 🏼 🧟 ♂ 👉 ♀ 🍳 🙋 🤪 🥥 🍊 ☕ 🥞	Helloooo 👀 is there any other breakfast monsters? 🧟‍♂️🤤🥞🥑🍳☕️🥥🥖🍊🙋🏼‍♀️⁣ This weekend we have brunch saturday & sunday 10-15 • 18,50€✨⁣ monday to friday brekkie is served 07.30-11.00 • 15,50€⁣ ⁣ 👉🏼Place to be is @pauligkulma Helsinki❣️🥰 #pauligkulma ⁣ ⁣ ! Pls note our Xmas hours @pauligkulma ! >> 23.12 monday normally //⁣ 24.12-26.12 closed //⁣ > holidaaaai 😍🤪 friday 27.12 we have brekkie but no lunch (sorry, because of the holidays)⁣ and weekend brunch normally again 28.12-29.12😋 • • #breku #breakfasttime #powerofpowau #powau #plantbased #purefood #vegan #goodmoodfood #healthychoices #coffeemoment #brekkie #foodfromnature #eathealthy #morninggoals #brekkietime #healthybreakfast #healthychoices #visithelsinki #helsinkirestaurants #eathelsinki #breakfasthelsinki #brunchhelsinki #helsinkicafe #roasterycafe
2019-12-20 08:13:46	en	breakfast myhelsinki		🙏 ☕	good morning from the b-day girl! cozy and delicious start of the day with two of my old bosses. ☕ tip: keep the good people close, wherever you go. we tight. 🙏 #breakfast #myhelsinki
2019-12-19 16:45:54	fi				Kahavella<3
2019-12-19 14:11:01	fi	joulumieli tyytyväinenasiakas asiakaskokemus pauligkulma hyvämieli loistavapalvelu		😍 ❤ 🥰	Tänään toistamiseen loistava asiakaspalvelukokemus! 😍 Kiertelin aikani etsimässä kahvilaa, johon pääsisi a) esteettömästi vaunujen kanssa ja b) olisi ylipäätään tilaa ja c) olisi houkutteleva tarjonta. Päädyin tänne vaikka täydeltä näytti. Maksettuani ostokset tajusin että kaikki pöydät ovat täynnä. Ystävällinen kassahenkilö oma-aloitteisesti tarjoutui kipaisemaan tutkimaan onko yläkerrassa tilaa. Hän pyyhälsi takaisin ja kertoi, että löysi täydellisen pöydän, jonka viereen vaunutkin mahtuvat. Tämän jälkeen hän neuvoi mistä hissi löytyy ja vei tarjottimeni pöytään (pyytämättä). Päälle sain ystävällisen hymyn 🥰 Kakku ja smoothie olivat myös todella herkulliset! Voin suositella lämpimästi tätä kahvilaa ❤ #pauligkulma #loistavapalvelu #asiakaskokemus #hyvämieli #tyytyväinenasiakas #joulumieli
2019-12-19 13:59:13	pt				Lembrança direto da terra do Nöel. Afinal estamos no clima: Já é quase Natal. Paulig Kulma, casa especializada em cafés e um cookie imperdível. Quem for por Helsinky vale à pena conferir.
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2019-12-19 10:00:23	fi			✨	ITSENSÄ ARVOSTAMISESTA. Iso aihe, iso iso aihe. Tärkeä, hurjan tärkeä sellainen. Mä koen olleeni aina tietoinen omasta arvostani. Tuntunut siltä, että olen aina jollain tapaa pystynyt säilyttämään, siellä kaikkein syvimmissäkin vesissä uidessa, tunteen siitä että olen arvokas ja tärkeä - itselle ja muille. Ja kyllä. Kyllä on ollut hetkiä, jolloin se on järkkynyt. Tilalle on tullut vain ikäviä, surullisia ja negatiivisia ajatuksia. Ajatuksia siitä, että millään ei ole mitään väliä, olen riittämätön, en ole arvokas tai merkityksellinen - ihan sama olenko täällä vai en. Niitä tulee edelleen, mutta olen oppinut niitä käsitttelemään, paijaamaan lempeästi ja sanonut että ”vedä syvään henkeä” ota happea, kaikki on hyvin. Ja tosiaan vaikka näitä tunteita tulee, koen silti, että kaiken kaikkiaan olen pitänyt itseäni arvokkaana. Se miksi halusin asiasta puhua, koen myös, että näiden surullisten ja ikävien asioiden seurauksena on joutunut miettimään omaa elämää oikein todenteolla. Joutunu oikeasti ottamaan itseään niskasta kiinni, kysymään itseltä: mitä MINÄ haluan. Ja miksi juuri minä olen tärkeä. Olen joutunut tekemään elämässä paljon päätöksiä, jotka on pelottanut, ahdistanut - joiden takia olen vuodattanut kyyneileita valtameren verran. Maannut, lattiassa niin syvästi kiinni, etten ole uskonut siinä hetkessä nousevani sieltä enää. Mutta kaikkien näiden epäonnistumisten ja ikävien elämäntapahtumien jälkeen olen huomannut, että olen alkanut arvostamaan itseäni enemmän. Pitämään itseäni vielä tärkeämpänä, arvokkaampana ja merkityksellisempänä. Antanut itselleni taas luvan sille, että saan olla juuri sellainen kun olen. Ja juuri sellaisena olen riittävä ja tärkeä. Maailman paras ystävä itselleni. Sinä siellä, muista aina. Sun elämäsi tärkein tehtävä on olla maailman paras ystävä itsellesi. Pitää huolta siitä. Olla lempeä itsellesi, niin osaat olla sitä myös paremmin muille ✨
2019-12-18 12:46:36	fi	blogger inthecity hyvinvointi talous pauligkulma blog workmodeon herkästivahva		🙌 🔥 🏻 ❣	Tältä vuodelta koulu paketissa ja taas hetken Helsingissä juonimassa. Sunnuntaina tulee Hyvinvointi ja Talous postaus- sarjan viimeinen osio blogiin. Siitä irtoaa varmasti mietittävää itse kullekin. Pysykää siis kuulolla🔥❣️🙌🏻 #herkästivahva #inthecity #hyvinvointi #talous #blog #blogger #pauligkulma #workmodeon
2019-12-17 15:38:05	en	flatwhite baristalifestyle caffelatte coffeelovers espresso latteartvideo coffeelover baristadaily coffee latteartswan baristagram latteartporn coffeegeek latte baristainstitute barista latteart latteartgram baristalife coffeelove cappuccino		🕊 🔥	Jori practising phoenix latte art pattern! 🕊🔥 It’s starting to look pretty good! . . . . #baristainstitute #latteart #latteartgram #latteartswan #latteartporn #latteartvideo #barista #baristagram #baristalife #baristalifestyle #coffeegeek #coffeelove #coffeelover #coffeelovers #baristadaily #coffee #espresso #caffelatte #cappuccino #flatwhite #latte
2019-12-16 18:11:06	en	lifesruff furreal		😴	A Monday mood perfectly demonstrated by yours truly 😴 #lifesruff #furreal
2019-12-15 14:21:53	fi	juhlapäivä finnishgirl independenceday finland pauligkulma rawcacao rawcake kerrankossitä		🇮 🇫 ☕ 🥧	Itsenäisyyspäivänä on ihan ok maksaa kaakaosta & kakkusesta 10 euroa. Hyvää oli!🥧☕🇫🇮 #pauligkulma #independenceday #finland #rawcake #rawcacao #juhlapäivä #kerrankossitä #finnishgirl
2019-12-14 16:19:29	es	flatlayfood Helsinki coffeebreak cappuccino lulatraveltips lulantojo coffeetime		😋 ⭐ ☕	Coffee Break ☕️ en #Helsinki 😋 de verdad que de mis momentos favoritos del día son cuando tomo mi café, hago fotos para instagram o pruebo productos de belleza. ⭐️⭐️⭐️⭐️⭐️ CUÉNTAME: ¿qué es lo que tú más disfrutas de tu día? . . . . . #lulantojo #lulatraveltips #coffeetime #coffeebreak #flatlayfood #cappuccino
2019-12-14 15:38:25	fr				copper duct reflections
2019-12-14 08:09:04	fi				
2019-12-13 09:06:39	fi	tiptap urbaanijoulu ilmastonmuutos notwhitexmas snow lumetonjoulu globalwarming rip kökkötravels joulu climatechange			Muistomerkki Valkealle Joululle, Helsinki 2019. . . . . #joulu #tiptap #lumetonjoulu #urbaanijoulu #ilmastonmuutos #climatechange #globalwarming #rip #snow #notwhitexmas #kökkötravels
2019-12-12 08:57:26	en	jealous toast brekkie sourdoughbread breakfast yummy avocado pauligkulma avocadotoast	korijorhonen	😅	This morning @korijorhonen tried to drool all over my avocado toast to own it - just like me and my friends used to do in my childhood 😅 #brekkie #breakfast #avocado #toast #avocadotoast #sourdoughbread #jealous #yummy #pauligkulma
2019-12-11 16:48:09	en		ladieswinedesignspb whitefortype	✖ 🖤	Это мы с Наташей @whitefortype на встрече @ladieswinedesignspb , где мы обсуждали фриланс. А я уже написала пост на Патреон, где ответила на основные вопросы, которые прозвучали на встрече и которые судя по всему волнуют большинство начинающих фрилансеров или тех, кто подумывает о фрилансе. Пост получился огромным, поэтому я разделила его на две части, первая уже доступна по подписке (ссылка в профиле), а вторая выйдет на следующей неделе, stay tuned! ✖️This is Natasha @whitefortype and me at the meeting organized by @ladieswinedesignspb where we discussed freelance. I’ve already wrote a post on Patreon, where I answered the main questions that were raised at the meeting and that seem to concern most freelancers or those who are considering freelance as a future possibility. The post is huge, so I divided it into two parts, the first is already available by subscription (link in the profile), and the second will be released next week, stay tuned! 🖤
2019-12-09 09:02:10	en	visithelsinki instagram travelgannet travelgannet247 review travel Helsinki instainspo finland timeout coffee travelguide	pauligkulma	☔ ☕	When rain stops play in #Helsinki get yourself here to @pauligkulma - find a window seat with a mug of hot chocolate - and watch the world get wet ☔️ What’s your favourite café in the Finnish capital? ☕️ . . . #travelgannet #travelgannet247 #travelguide #visithelsinki #finland #instainspo #instagram #review #travel #coffee #timeout
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
